"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203881_s_at",-1.14768746037011,9.36627389125638,-5.83562791828695,7.8134596250271e-08,7.31543364808735e-06,7.75151441351856
"206385_s_at",1.30836322217594,9.78527915111037,5.8293869866116,8.03015293687538e-08,7.48685765240142e-06,7.72527816026675
"202942_at",-1.65993622032187,8.55850107660542,-5.82777446725457,8.08709620282002e-08,7.5085318619766e-06,7.71850134273577
"210832_x_at",-1.20535052046435,9.71080425239597,-5.82127393822281,8.32070717714189e-08,7.69337419204368e-06,7.69119060861338
"215039_at",-1.25799999590918,9.6521632695619,-5.80236330707966,9.03870633554676e-08,8.28845651337401e-06,7.61181952304688
"201664_at",1.38734244697031,8.47428098813079,5.79756451203126,9.2303947832154e-08,8.42954454731101e-06,7.59169679746492
"211922_s_at",-1.49526214415382,8.7206633974639,-5.78427914868521,9.7821831828436e-08,8.896995422992e-06,7.53602696943015
"213793_s_at",1.40707758517366,6.05311725834041,5.76486117270158,1.06474937870546e-07,9.56685903455391e-06,7.45476454508981
"212122_at",-1.42045133671092,8.05782342186101,-5.7607570930213,1.08397944236208e-07,9.70052767636717e-06,7.43760538854295
"211458_s_at",-1.74810185610374,9.02077925611353,-5.75694520768667,1.10214606931935e-07,9.82364834505726e-06,7.42167292694127
"209604_s_at",1.20784795854486,10.6125304402156,5.74977348299983,1.137139990135e-07,1.00551152381659e-05,7.39171056958466
"203296_s_at",-1.36737832649095,8.67922923884538,-5.7477357963334,1.1472804739517e-07,1.01046841110932e-05,7.38320056972373
"203336_s_at",-1.37118394936706,9.00326600711701,-5.74204277304628,1.1760851461985e-07,1.03176005168272e-05,7.35943215022899
"201325_s_at",-1.36331575491821,10.0411907101616,-5.70951468319855,1.35482551545844e-07,1.17013864189769e-05,7.22383665839138
"208029_s_at",1.45494277562565,9.56953136332126,5.70072825753137,1.4075218346444e-07,1.21095787804561e-05,7.18727142636788
"212230_at",-1.16498923691397,10.1409342069699,-5.69035375792706,1.47233981517845e-07,1.25221939319166e-05,7.14413127162364
"218009_s_at",1.62050637878014,7.46891536996964,5.67980513654666,1.54125132123681e-07,1.30584422779923e-05,7.10030489933779
"205208_at",-1.49828328977869,6.32969166612519,-5.67117862345457,1.59995332876031e-07,1.34534943489683e-05,7.06449277510971
"213502_x_at",1.77217041217331,7.83517656481543,5.64142251781029,1.81979334995691e-07,1.51307668720485e-05,6.94116098447767
"220327_at",-1.11177739628141,9.0492207255714,-5.63869449783152,1.84137359678457e-07,1.52532817312828e-05,6.92986943440362
"37892_at",1.97627737018904,7.45054464420131,5.63317488392761,1.88580855791732e-07,1.55635081837303e-05,6.90703115885325
"209894_at",-1.35112445524018,8.66168057206392,-5.62600200673977,1.94512929420769e-07,1.5935042670158e-05,6.87736820266186
"209086_x_at",-1.04392834130187,8.9939568493534,-5.62441186750009,1.95852606310479e-07,1.59860206095839e-05,6.87079473455898
"202862_at",-1.02601906003155,9.14201694874135,-5.61874550407058,2.00700542105579e-07,1.62625824717768e-05,6.8473778187391
"214212_x_at",-1.35486294694823,7.8683306875755,-5.60343533551681,2.14396400966204e-07,1.73094021838041e-05,6.784163401976
"217794_at",1.28923586312391,7.92115609076823,5.59623691862635,2.21148988495909e-07,1.77901188110265e-05,6.75447042509452
"200895_s_at",1.09320646733053,9.65445110780854,5.59364955249968,2.23626764541857e-07,1.79247309146985e-05,6.74380221455836
"222043_at",-1.11674528905112,10.1337830680926,-5.58229998826008,2.34821453643374e-07,1.87243841644963e-05,6.6970339414563
"219054_at",-1.11214932178111,9.69417533646523,-5.58184280599312,2.35283739445271e-07,1.87243841644963e-05,6.695150988684
"201465_s_at",-1.60558388588527,7.31248359084065,-5.58080868714193,2.36332700351968e-07,1.87409308254196e-05,6.69089213814613
"201963_at",-1.88844315597808,10.5799628593929,-5.57730784923886,2.39917971429631e-07,1.89175067725243e-05,6.67647734513011
"209138_x_at",1.53288724324403,10.0582510252352,5.57697913275147,2.40257344909769e-07,1.89175067725243e-05,6.675124071537
"221024_s_at",1.4923192651531,9.08088233760335,5.57003095339791,2.47542035933044e-07,1.9422461924986e-05,6.64652858056258
"210046_s_at",1.18432897798077,8.05177554873286,5.56814372458056,2.49557821743232e-07,1.95119190944015e-05,6.63876461151578
"213518_at",1.19875396789406,8.54332281658107,5.5560603448949,2.62851480395478e-07,2.04080820127263e-05,6.58908453134208
"213221_s_at",-1.0755223590037,8.12075412863077,-5.53056289232189,2.93223929674041e-07,2.26086810551096e-05,6.48442652816517
"39248_at",1.24031027698124,8.7933597715287,5.50189604041332,3.31492992169382e-07,2.53837056512382e-05,6.3670422993056
"212875_s_at",-1.12298747178614,10.8093235640424,-5.4949070535411,3.4154180964928e-07,2.59746626089246e-05,6.33846976251473
"205932_s_at",-1.10233385376084,8.43943172937357,-5.4862232361971,3.54444401020302e-07,2.68642332922972e-05,6.30299351757544
"205559_s_at",-1.57022123256719,8.06421894044101,-5.46536907740725,3.87413885818092e-07,2.89942833550823e-05,6.21791171719566
"203693_s_at",1.05730294588479,7.34920015547184,5.452875207457,4.08587255525301e-07,2.99491770225996e-05,6.1670163283271
"202724_s_at",-1.27197335360046,9.41675687100844,-5.4481782732812,4.16837114521644e-07,3.03541876564895e-05,6.1478978909484
"219117_s_at",1.6064216499066,7.88675190662727,5.44182943813572,4.28248439095716e-07,3.10835829588594e-05,6.12206872095968
"203124_s_at",1.18493358260713,8.33390722987786,5.42783890869543,4.54486508351241e-07,3.26687834373894e-05,6.06520423715499
"208737_at",1.05984753949589,9.24999928034558,5.41120565994109,4.87735747393465e-07,3.46121517807917e-05,5.99769487187607
"212013_at",-1.21530987064236,9.63246995498499,-5.40087332008953,5.09577787674774e-07,3.58442539525671e-05,5.95581202351264
"201363_s_at",1.16315010564242,7.84262285760333,5.40071322885546,5.09923641473938e-07,3.58442539525671e-05,5.95516340340942
"209540_at",-1.53448987994537,9.34839465850198,-5.37139537278383,5.77295505844276e-07,4.03256293314358e-05,5.83654598866035
"205200_at",-1.2756900640227,8.90208120269148,-5.3636957308421,5.96388472933483e-07,4.15291385699275e-05,5.80544885372508
"201324_at",-1.01639010884293,10.7781565991892,-5.35186998267042,6.26923332860471e-07,4.31164587226231e-05,5.75773205551851
"202112_at",-1.46131174039155,9.49039660600102,-5.34679661821176,6.40487594824081e-07,4.39138002322e-05,5.73727773926464
"218189_s_at",1.15151024664771,9.03564784715033,5.34125277842175,6.55638373389595e-07,4.46776448753527e-05,5.71493807870834
"204642_at",-1.13810345490454,9.93608041418157,-5.33878292513909,6.62500713915019e-07,4.50076323419767e-05,5.70498933155827
"212219_at",1.26553455622989,9.13691446362355,5.33563592227244,6.71346433818283e-07,4.54699470661787e-05,5.69231643284773
"213150_at",-1.36698058309083,8.30704247504674,-5.32605970236451,6.98980958699111e-07,4.70555670776202e-05,5.65377710797012
"221841_s_at",-1.52095158490408,10.2255721700461,-5.31379900099374,7.35992322250491e-07,4.92496003504736e-05,5.60448673093581
"202963_at",1.02024261997737,8.77667657521781,5.30269993254513,7.7114689392708e-07,5.12939290667973e-05,5.5599174739932
"207302_at",-1.05879908131968,8.6600848074858,-5.2911235682386,8.09563508673938e-07,5.33713126147377e-05,5.51348357862892
"201425_at",-1.12891003890206,11.2029179102203,-5.27061871735852,8.82257150540596e-07,5.79921418451212e-05,5.43136761468529
"204276_at",-1.08554915612373,8.05715263943313,-5.26265120744574,9.1219406548274e-07,5.96082708538179e-05,5.39950542331913
"209605_at",-1.15358666321898,7.35156212199928,-5.25196464647538,9.53912329591103e-07,6.1790780349647e-05,5.35680975748604
"204677_at",-1.10066236242516,7.8538773656527,-5.24959550448735,9.63410678077763e-07,6.22251598249472e-05,5.34735063206891
"202796_at",-1.07125304529161,9.20652721620641,-5.2287955072234,1.05087160257244e-06,6.7096194613529e-05,5.26440122776432
"201202_at",1.07087841800293,9.06942046876047,5.22381838837959,1.07292436288599e-06,6.83084959376812e-05,5.24457874108531
"219534_x_at",-1.15502720702526,6.53330674371975,-5.21867780248316,1.09617635277181e-06,6.95900218484736e-05,5.2241157999834
"202003_s_at",-1.27087895550258,9.71787379389761,-5.19270311182195,1.22140939259482e-06,7.62371582498327e-05,5.12088455001087
"209803_s_at",1.20984600176257,7.85913114764846,5.18966063175846,1.23696319116299e-06,7.69923206387849e-05,5.10881093913276
"216868_s_at",-1.18781927241698,6.23381089569115,-5.18425485892144,1.26507756266966e-06,7.85229062088249e-05,5.08736837873695
"202345_s_at",-2.01734406882895,9.05996582807493,-5.16317782195228,1.3807823683899e-06,8.47602576166177e-05,5.0038795433198
"219209_at",1.09023334827468,7.79488277723949,5.16236789627259,1.38542893339474e-06,8.4811848689107e-05,5.00067500146084
"203769_s_at",-1.13697944149359,8.19128446414624,-5.1545487244723,1.43108070950937e-06,8.736649712328e-05,4.96975180771899
"217771_at",1.17158604722159,8.76522198793546,5.15062332368042,1.45454978015767e-06,8.8556646861348e-05,4.95423727597917
"201340_s_at",1.18656333288144,6.44076066638103,5.14856290043393,1.46701863398603e-06,8.88303701660618e-05,4.94609635072317
"202283_at",-1.49707779223893,9.92183083350626,-5.1402894534967,1.51814611150613e-06,9.11278937656717e-05,4.9134250654105
"201689_s_at",1.22334522386122,8.57201364267406,5.13645431026655,1.54243267557803e-06,9.21448453348667e-05,4.89829006940052
"212036_s_at",1.14099920262604,7.69465254014923,5.12811102763594,1.59658581088321e-06,9.4618940489124e-05,4.86538549928495
"204039_at",-1.13140096749149,9.86227513445546,-5.12526199052339,1.61549974843694e-06,9.54858909666323e-05,4.85415605922942
"214297_at",-1.05528996847867,7.66581373197213,-5.10180479696267,1.77977044990111e-06,0.000104364802460912,4.76183013938191
"202800_at",-1.10796789051923,7.91139889755602,-5.09044158861493,1.86510348850066e-06,0.000109081630011182,4.71718921835224
"201761_at",1.12410641890176,9.68746814401152,5.08772457032857,1.8860915171974e-06,0.000110020359365732,4.70652342479349
"213913_s_at",1.12388858874787,8.54372262664137,5.07701398138021,1.97109594428282e-06,0.000114678670826251,4.66450917174353
"210145_at",-1.33547871351753,7.22008052171926,-5.07572065777367,1.98161004253328e-06,0.00011499014733794,4.65943919275727
"213515_x_at",-1.21987618782581,9.19787747855697,-5.02799797613182,2.41026294467986e-06,0.000137009921419136,4.47286439630394
"209360_s_at",1.25847878769699,8.23380269497841,5.02416974427431,2.44832535391602e-06,0.000138467091018555,4.45794042957633
"213800_at",-1.17287353204078,9.6110685837359,-5.00290907921161,2.67062107445835e-06,0.000148033456224267,4.37517439089614
"209542_x_at",-1.48932358675666,8.51304587359268,-4.97916311881691,2.94219286187739e-06,0.000161480008722202,4.28296791940911
"203799_at",-1.0866399134034,9.0028191796432,-4.97716646534782,2.96621725381268e-06,0.000162398572645474,4.27522617999819
"208794_s_at",1.17388042702928,7.74626665796805,4.9739048435225,3.00587406889408e-06,0.000163898981448381,4.26258350266706
"202189_x_at",1.3532931852657,8.88200625733043,4.96768759623497,3.08290363994521e-06,0.000166854853531777,4.23849731171086
"209297_at",-1.36299845959392,9.30603494220291,-4.9675164257603,3.08505136898497e-06,0.000166854853531777,4.23783442409863
"202018_s_at",1.77181867772785,8.35333209655358,4.96545142908059,3.11107671771372e-06,0.000167855018161779,4.22983838870709
"209209_s_at",-1.23256098624759,6.9820220774605,-4.93960760014762,3.45544699851546e-06,0.000183765454577375,4.12992715625204
"213175_s_at",1.3573866097373,9.70602224920814,4.9345828533001,3.52658728323598e-06,0.000187102248648446,4.11053635971459
"202539_s_at",1.15148811714384,8.18329675852857,4.92359192991824,3.68720619782396e-06,0.000193322389896732,4.06816126868045
"204422_s_at",-1.40023303068711,7.0664926876828,-4.91598390287152,3.80253859736746e-06,0.000198435521229834,4.0388606692871
"204482_at",-1.19007153052643,8.51977204195846,-4.91025675968131,3.89166862978101e-06,0.000202612271208902,4.01682111197223
"203213_at",1.0404676062769,8.76993142797872,4.86917394395148,4.59342581466473e-06,0.000238035598670173,3.85916032809737
"219433_at",1.33209086067211,6.87105839527505,4.86799196493557,4.61533834743429e-06,0.000238468150915023,3.85463572949036
"204162_at",1.23510962644033,4.85843668431453,4.8639131323464,4.69173932571933e-06,0.000240889464043787,3.83902693979948
"212457_at",-1.07192968455373,8.94024128044527,-4.85435230957582,4.8756796328545e-06,0.0002491852505938,3.80246975009905
"204798_at",1.02652623935781,9.41889083603984,4.84298680546909,5.10348101999567e-06,0.000259636683946492,3.75906689375465
"204115_at",-1.27158173210758,9.28243632383827,-4.82065633384679,5.58160348263576e-06,0.0002820291845886,3.67396490923799
"219028_at",-1.19684088052962,7.68693308131932,-4.81232115762316,5.77101014038792e-06,0.000290283112772605,3.64225876676251
"221671_x_at",1.00434031888902,10.7009664463931,4.77370152681153,6.73330385569875e-06,0.00033194294207198,3.49577837534324
"201105_at",-1.09094178083322,10.6338293586272,-4.76841015925782,6.87673702908256e-06,0.000338265631830125,3.47576345990304
"212993_at",-1.13343461960869,7.80761420643025,-4.76456809167176,6.98274039815592e-06,0.000341970119323315,3.46123891297105
"207621_s_at",-1.16131252428093,7.21807739193303,-4.75226090194345,7.33309797176803e-06,0.000355998740969296,3.41475997021469
"215121_x_at",1.37240788250082,10.3584556179607,4.74240547374445,7.62591972713488e-06,0.000367015916370943,3.37759221827567
"205158_at",-1.28295728289604,8.21839860085566,-4.73538799077133,7.84131274720358e-06,0.00037495272949772,3.35115544720609
"214614_at",1.27403830355489,6.06985717521566,4.73476326752787,7.86077182574725e-06,0.000375078326751876,3.34880308541874
"219913_s_at",1.07920607613812,8.89697394697791,4.7150275611223,8.50023533380351e-06,0.000402145953170156,3.27458564472641
"205890_s_at",1.05488271414852,8.92978101505939,4.70218529425928,8.94317555487575e-06,0.00042131243316976,3.22639205424753
"202551_s_at",-1.2377373805953,8.75083960128482,-4.69008859443664,9.38084625254034e-06,0.000433679246982067,3.18106925958547
"221795_at",-1.02659124795385,9.73358310498331,-4.66931837349376,1.01812905594987e-05,0.000464809058161875,3.10341501555184
"205969_at",-1.0629047413374,7.26554427369038,-4.65512751329168,1.07658828904722e-05,0.000487593838309738,3.05048022627353
"217428_s_at",1.07291141882745,7.98984761338313,4.63049697399479,1.18587282077208e-05,0.000530618555527397,2.9588379429593
"217730_at",-1.23393582246218,8.53947058898901,-4.62216706947288,1.22521055441768e-05,0.000547121578839463,2.92791275094409
"204773_at",-1.12096099065975,8.10342762657365,-4.62105906877547,1.2305374648727e-05,0.000547389338288977,2.92380182943287
"201106_at",-1.16914037886655,9.99071460677426,-4.620608707453,1.23270906999509e-05,0.000547389338288977,2.92213106561965
"204351_at",1.07391734794482,8.71473898066149,4.61255548203282,1.27217420371847e-05,0.000562457495663863,2.89227194650259
"201983_s_at",-1.04698865014522,9.01335268828084,-4.60737201270705,1.2982210339152e-05,0.000571704729223962,2.87307011613514
"221521_s_at",1.13116767898419,7.96793553833695,4.58648041632449,1.40854042553723e-05,0.000612133591312168,2.79581422275679
"222162_s_at",-1.3340450811602,9.68967321155974,-4.58422909935614,1.42095721875023e-05,0.000614819217580805,2.78750199982304
"218773_s_at",-1.37525593841089,8.14471241251831,-4.54902781486951,1.62946447799289e-05,0.000691606799297439,2.65786446293052
"212464_s_at",1.33182974170123,10.6208829039323,4.5423948250779,1.67194174459589e-05,0.00070560374800815,2.63350684382921
"217437_s_at",-1.03035439029422,8.55523312430902,-4.53987996292286,1.68832548486631e-05,0.000711171205657391,2.62427761563012
"209896_s_at",-1.17226707662148,7.70220089289855,-4.53692052336155,1.70780469958388e-05,0.00071801909661939,2.61342095550354
"217853_at",-1.12022659340854,9.36633589180184,-4.52693560277234,1.77514482732253e-05,0.000744925653243462,2.57682427204998
"202007_at",-1.01930345694408,8.34353729911008,-4.49747087759896,1.98918580233475e-05,0.000825419501553541,2.46912696597314
"209487_at",-1.16200441440638,9.56438175711029,-4.49103575382148,2.03915059356752e-05,0.000843012851140353,2.44566500061279
"201041_s_at",-1.03422449282169,11.2112420058337,-4.47974971902675,2.12972662049524e-05,0.000877203295462023,2.4045685002903
"209189_at",-1.96988519919014,8.94598787879738,-4.46657714841367,2.24036885027393e-05,0.000918754446207886,2.35668567879091
"217865_at",-1.14130239179264,8.33260642693084,-4.46627436042277,2.24297634401602e-05,0.000918754446207886,2.35558608893373
"208451_s_at",1.0593502580526,9.71834568513007,4.43673876542628,2.5119337752613e-05,0.00101401123757514,2.24855526270097
"207977_s_at",-1.31691951857384,8.2468866795706,-4.41905394244542,2.68762480098949e-05,0.0010644209372343,2.18468731845802
"217022_s_at",1.88547096298604,8.62235589145283,4.40020661333718,2.88792183903989e-05,0.00112848061982231,2.11680205717489
"213620_s_at",-1.33980931531811,6.66318291394776,-4.39796993578234,2.912627710207e-05,0.00113069831474813,2.10875832350275
"210831_s_at",-1.09512332558048,8.29359688206562,-4.39409853422002,2.95587364101374e-05,0.00114350229761648,2.09484190867868
"204273_at",-1.13965216819771,8.18740960431209,-4.36155579635187,3.34474753450556e-05,0.00126538216148366,1.97817608826864
"201291_s_at",1.01514631617116,5.63947917176271,4.33232351263953,3.73580568878527e-05,0.00139438790893136,1.87386068999772
"204415_at",1.08471740400494,7.28329572952327,4.30286988566898,4.17426069267192e-05,0.00153998428832464,1.76922119802809
"208079_s_at",1.00351557797908,8.75448369735261,4.2987643048373,4.23918534755804e-05,0.00155532727648283,1.75467270366153
"209576_at",-1.26865803374335,8.53406746430665,-4.28771096521415,4.41885493864017e-05,0.00161225915516043,1.71554980830714
"201426_s_at",-1.25316028769272,10.8792698420951,-4.27418803071514,4.64866254016943e-05,0.00167344341490461,1.66777657148363
"208682_s_at",1.31289039802586,8.05189763629703,4.25712755265689,4.95505136043873e-05,0.00176379248346096,1.6076490013328
"207165_at",1.05972368709551,7.32902506357881,4.24001299372712,5.28190829459148e-05,0.00186524187842127,1.5474917785915
"214774_x_at",1.09802094287962,8.18410844474113,4.23935697889384,5.29484133745195e-05,0.00186685046712724,1.54518912203684
"222036_s_at",1.05857062377301,7.5478468738892,4.23310013215769,5.4197342194213e-05,0.00190485706011616,1.5232391324781
"201058_s_at",-1.00005586035127,7.28910812820135,-4.22611566130821,5.56250098962452e-05,0.00194582746549142,1.49876214484895
"209104_s_at",1.16465519509924,9.00326214138698,4.20169294317628,6.09072436683523e-05,0.00210418001653007,1.41338627110684
"209529_at",1.18624346912485,7.55835464714993,4.19550906558893,6.23194197225531e-05,0.00214631163783254,1.39182173501801
"211719_x_at",1.6867708719856,10.0770029436752,4.18598881825315,6.45552529096561e-05,0.00219679406256451,1.3586644021614
"201385_at",1.07608528893869,9.55414167300153,4.16529373395867,6.96846769989976e-05,0.00232452643348602,1.28676273258719
"216207_x_at",1.00595988966273,9.05260501936142,4.16252737140956,7.0399337166607e-05,0.00234485565034903,1.27716974502594
"213720_s_at",1.00102702028058,7.93576560326324,4.15726764382608,7.17776107243454e-05,0.00238363710845095,1.25894237422587
"214723_x_at",1.24993175610549,6.49405462742426,4.14644362721112,7.46960230871458e-05,0.00246951258523868,1.2214814431297
"212328_at",-1.22376386981954,9.3596511342225,-4.12834598520944,7.98319832273594e-05,0.00260142971819499,1.15899570562084
"212224_at",-1.09106982792652,7.11284382177401,-4.1181693217754,8.2867305705929e-05,0.00268781975697994,1.12394068149706
"218541_s_at",1.21696542033787,8.20835941803615,4.09499255894801,9.01991833631812e-05,0.00290449191167885,1.04432605704361
"220200_s_at",-1.01629423790207,7.61901629291351,-4.08837875135808,9.24031187051309e-05,0.00295472049700272,1.02166350224455
"202732_at",-1.00561651508803,8.39257211225618,-4.08832264582523,9.24220341251579e-05,0.00295472049700272,1.02147136145734
"217842_at",1.21085138198053,8.06072595622094,4.07021382280223,9.87253453219529e-05,0.00311600123202419,0.959550217492765
"204320_at",1.19988113602945,8.53939999976791,4.0564617212409,0.000103785574390129,0.00323901114024544,0.912653177450243
"204112_s_at",-1.11833247962647,8.16702244057901,-4.02911379646176,0.000114597406667682,0.00349326130338709,0.819718933521211
"204734_at",1.11075676240445,8.36452165140483,4.02098362427765,0.000118014479734658,0.00359250908733248,0.792175077515825
"204362_at",-1.22743852019683,6.80795650802564,-3.9460659251338,0.000154446957522727,0.0044811738990611,0.540199487060423
"209774_x_at",-1.02185275294259,8.43719357108858,-3.93585723493691,0.000160175788767821,0.00462930882115869,0.506122277367302
"201274_at",1.23745057279147,7.12319771661634,3.93127152284858,0.000162814788796967,0.00469340483669187,0.490835223485461
"221872_at",1.14564402926885,8.57240812965482,3.92891035706662,0.000164189761738427,0.00471660401804539,0.482968898221143
"207437_at",-1.1064790853279,4.77171321198176,-3.92879952211875,0.000164254576044663,0.00471660401804539,0.482599729074909
"219681_s_at",1.01300000995639,7.02179944842101,3.91601708029413,0.00017189585179334,0.00489815251344118,0.440073496527868
"201008_s_at",-1.13271742545484,8.31054155389218,-3.91195811237535,0.000174392538955014,0.00495030438921603,0.426590188575597
"211709_s_at",1.03244896922871,7.38923138629318,3.90950947537396,0.000175915423655711,0.00496821721840332,0.418460972692611
"204146_at",1.32823406754784,7.4923275981317,3.89169097135387,0.000187386225142686,0.00521289295237763,0.359414526374533
"214660_at",-1.0249172969902,6.9537614558681,-3.88438076405065,0.000192295972378289,0.00532289584162163,0.335245797846932
"203186_s_at",-1.37008929934076,8.97979351151331,-3.87900606372249,0.000195983884505398,0.00538921983241693,0.317496866928953
"206378_at",1.07885277021479,10.1201809840779,3.8261047753459,0.000236072174963058,0.00620819379035705,0.143741460990111
"209035_at",1.05879531059289,6.74598922466951,3.81369180125649,0.000246552571044199,0.00644071622576539,0.10321973346504
"209309_at",1.0996496577826,9.34721608611211,3.71342286444528,0.000349043608303889,0.00853537999568299,-0.220587829150261
"209459_s_at",1.37798871998723,6.20603287723192,3.70516184572596,0.000359091110570835,0.00873540089175756,-0.246984051013996
"203886_s_at",-1.03504808478774,8.14433331612151,-3.67832939050958,0.000393656111022118,0.00937162299348916,-0.33242186948531
"221765_at",1.06688799491109,6.47250506984443,3.6736790480621,0.000399959012973219,0.00949822348402573,-0.347182455504048
"213359_at",1.085609632768,7.95112906591644,3.67152608611572,0.000402909393576004,0.00955109576282351,-0.354011459574343
"201277_s_at",1.00604229267762,9.88522478991833,3.66969005224124,0.000405441772107973,0.00959072081516132,-0.359832853292465
"205407_at",-1.13520472524609,7.9173964857731,-3.65945548815858,0.000419837069590502,0.00977557933300433,-0.392243363341648
"204455_at",1.0007368483959,9.29060800895646,3.6470570909998,0.000437925785880763,0.010112228276457,-0.43141620229868
"201947_s_at",1.15618537947913,9.69314146718739,3.64046647211452,0.000447839714838385,0.01026874008564,-0.452199071527867
"201083_s_at",1.03002391870696,4.80301482857351,3.62885980504923,0.000465818537394026,0.010505905332744,-0.488731470803356
"217851_s_at",1.07995406847192,7.95900244350007,3.58707035874288,0.000536381943408745,0.0116153535908426,-0.619542553516514
"211896_s_at",-1.03407550843914,10.7406674650315,-3.56442971742299,0.000578724353138792,0.0123640601735299,-0.689937989841004
"209351_at",1.14802738244316,8.99714270859022,3.56282860861829,0.000581835487712741,0.0124186208550795,-0.694903528916793
"222209_s_at",-1.00105428841353,8.73334490478996,-3.54358686423475,0.000620483463390199,0.0130313223512948,-0.754446425359017
"219371_s_at",-1.11370798044454,9.57210390938341,-3.4683744132242,0.000796091938639682,0.0155744659075575,-0.984837376762935
"200821_at",1.02321513439626,8.54118646055914,3.37958388192401,0.00106361460440345,0.0194425957587547,-1.25193405002216
"204865_at",-1.13216860102729,6.45344017365339,-3.35965864872574,0.00113429403888064,0.0203998983602723,-1.31113556162355
"200736_s_at",-1.0578029098753,9.88184549839498,-3.27476548009873,0.00148781957221854,0.0248897023481574,-1.56029870091935
"206509_at",1.11342445769676,8.74939748836905,3.10706743707031,0.00250833386911441,0.035944182382943,-2.03759632482574
